A,AUPPER,ALOWER,UA,AREF,AURL,AR,ARUPPER,ARLOWER,UAR,ARREF,ARURL,ASTROMETRY,B,BUPPER,BLOWER,UB,BREF,BURL,BIGOM,BIGOMUPPER,BIGOMLOWER,UBIGOM,BIGOMREF,BIGOMURL,BINARY,BINARYREF,BINARYURL,BMV,CHI2,COMP,DATE,DEC,DEC_STRING,DENSITY,DENSITYUPPER,DENSITYLOWER,UDENSITY,DENSITYREF,DENSITYURL,DEPTH,DEPTHUPPER,DEPTHLOWER,UDEPTH,DEPTHREF,DEPTHURL,DIST,DISTUPPER,DISTLOWER,UDIST,DISTREF,DISTURL,DR,DRUPPER,DRLOWER,UDR,DRREF,DRURL,DVDT,DVDTUPPER,DVDTLOWER,UDVDT,DVDTREF,DVDTURL,EANAME,EAURL,ECC,ECCUPPER,ECCLOWER,UECC,ECCREF,ECCURL,EOD,ETDNAME,ETDURL,FE,FEUPPER,FELOWER,UFE,FEREF,FEURL,FIRSTREF,FIRSTURL,FREEZE_ECC,GAMMA,GAMMAUPPER,GAMMALOWER,UGAMMA,GAMMAREF,GAMMAURL,GL,GRAVITY,GRAVITYUPPER,GRAVITYLOWER,UGRAVITY,GRAVITYREF,GRAVITYURL,H,HD,HIPP,HR,I,IUPPER,ILOWER,UI,IREF,IURL,IMAGING,J,JSNAME,EPEURL,K,KUPPER,KLOWER,UK,KREF,KURL,KOI,KS,KP,LAMBDA,LAMBDAUPPER,LAMBDALOWER,ULAMBDA,LAMBDAREF,LAMBDAURL,LOGG,LOGGUPPER,LOGGLOWER,ULOGG,LOGGREF,LOGGURL,MASS,MASSUPPER,MASSLOWER,UMASS,MASSREF,MASSURL,MICROLENSING,MSINI,MSINIUPPER,MSINILOWER,UMSINI,MSINIREF,MSINIURL,MSTAR,MSTARUPPER,MSTARLOWER,UMSTAR,MSTARREF,MSTARURL,MULT,NAME,NCOMP,NOBS,OM,OMUPPER,OMLOWER,UOM,OMREF,OMURL,ORBREF,ORBURL,OTHERNAME,PAR,PARUPPER,PARLOWER,UPAR,PER,PERUPPER,PERLOWER,UPER,PERREF,PERURL,PLANETDISCMETH,R,RUPPER,RLOWER,UR,RREF,RURL,RA,RA_STRING,RHK,RHOSTAR,RHOSTARUPPER,RHOSTARLOWER,URHOSTAR,RHOSTARREF,RHOSTARURL,RMS,RR,RRUPPER,RRLOWER,URR,RRREF,RRURL,RSTAR,RSTARUPPER,RSTARLOWER,URSTAR,RSTARREF,RSTARURL,SAO,SE,SEREF,SEURL,SEDEPTHJ,SEDEPTHJUPPER,SEDEPTHJLOWER,USEDEPTHJ,SEDEPTHJREF,SEDEPTHJURL,SEDEPTHH,SEDEPTHHUPPER,SEDEPTHHLOWER,USEDEPTHH,SEDEPTHHREF,SEDEPTHHURL,SEDEPTHKS,SEDEPTHKSUPPER,SEDEPTHKSLOWER,USEDEPTHKS,SEDEPTHKSREF,SEDEPTHKSURL,SEDEPTHKP,SEDEPTHKPUPPER,SEDEPTHKPLOWER,USEDEPTHKP,SEDEPTHKPREF,SEDEPTHKPURL,SEDEPTH36,SEDEPTH36UPPER,SEDEPTH36LOWER,USEDEPTH36,SEDEPTH36REF,SEDEPTH36URL,SEDEPTH45,SEDEPTH45UPPER,SEDEPTH45LOWER,USEDEPTH45,SEDEPTH45REF,SEDEPTH45URL,SEDEPTH58,SEDEPTH58UPPER,SEDEPTH58LOWER,USEDEPTH58,SEDEPTH58REF,SEDEPTH58URL,SEDEPTH80,SEDEPTH80UPPER,SEDEPTH80LOWER,USEDEPTH80,SEDEPTH80REF
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.106909,0.00178182,0.00178182,0.00178182,Calculated,http://adsabs.harvard.edu/abs/2006ApJ...646..505B,21.6344,0.535657,0.535657,0.535657,Calculated,http://adsabs.harvard.edu/abs/2013ApJ...770..131L,0,0.156,0.059,0.156,0.1075,Lissauer 2013,http://adsabs.harvard.edu/abs/2013ApJ...770..131L,,,,,,,0,,,,,c,2011,41.90911111,+41:54:32.8,0.66,0.66,0.35,0.505,Lissauer 2013,http://adsabs.harvard.edu/abs/2013ApJ...770..131L,0.0007508,6.80E-06,1.00E-05,8.40E-06,Lissauer 2013,http://adsabs.harvard.edu/abs/2013ApJ...770..131L,,,,,,,,,,,Lissauer 2013,http://adsabs.harvard.edu/abs/2013ApJ...770..131L,,,,,,,Kepler-11 c,http://exoplanetarchive.ipac.caltech.edu/cgi-bin/DisplayOverview/nph-DisplayOverview?objname=Kepler-11+c&type=PLANET+HOST,0.0256125,0.311193,-0.2108132,0.0501899,Lissauer 2013,http://adsabs.harvard.edu/abs/2013ApJ...770..131L,1,Kepler-11 c,http://var2.astro.cz/ETD/etd.php?STARNAME=Kepler-11&PLANET=c,0.0182,0.0015,0.0017,0.0016,Lissauer 2013,http://adsabs.harvard.edu/abs/2013ApJ...770..131L,Lissauer 2011,http://adsabs.harvard.edu/abs/2011Natur.470...53L,0,,,,,,,,,,,,,,12.237,,,,89.59,0.41,0.16,0.285,Lissauer 2013,http://adsabs.harvard.edu/abs/2013ApJ...770..131L,0,12.548,Kepler-11,http://exoplanet.eu/star.php?st=Kepler-11,,,,,Calculated,http://adsabs.harvard.edu/abs/2013ApJ...770..131L,157.01,12.237,13.7,,,,,,,4.366,0.014,0.016,0.015,Lissauer 2013,http://adsabs.harvard.edu/abs/2013ApJ...770..131L,0.00912437,0.00912437,0.00503415,0.00707926,Lissauer 2013,http://adsabs.harvard.edu/abs/2013ApJ...770..131L,0,,,,,Lissauer 2013,http://adsabs.harvard.edu/abs/2013ApJ...770..131L,0.961,0.025,0.025,0.025,Lissauer 2013,http://adsabs.harvard.edu/abs/2013ApJ...770..131L,1,Kepler-11 c,6,37,51.3402,3.7092,0.7776,2.2434,Lissauer 2013,http://adsabs.harvard.edu/abs/2013ApJ...770..131L,Lissauer 2013,http://adsabs.harvard.edu/abs/2013ApJ...770..131L,KOI-157,,,,,13.0241,0.0013,0.0008,0.00105,Lissauer 2013,http://adsabs.harvard.edu/abs/2013ApJ...770..131L,Transit,0.255816,0.00445673,0.00534807,0.0049024,Lissauer 2013,http://adsabs.harvard.edu/abs/2013ApJ...770..131L,19.80767278,48:27.6,,1.122,0.049,0.06,0.0545,Lissauer 2013,http://adsabs.harvard.edu/abs/2013ApJ...770..131L,,0.02496,0.00015,0.00019,0.00017,Lissauer 2013,http://adsabs.harvard.edu/abs/2013ApJ...770..131L,1.065,0.017,0.022,0.0195,Lissauer 2013,http://adsabs.harvard.edu/abs/2013ApJ...770..131L,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.494668,0.00825921,0.00825921,0.00825921,Calculated,http://adsabs.harvard.edu/abs/2006ApJ...646..505B,124.252,6.37767,6.37767,6.37767,Calculated,,0,,,,,,,,,,,,,1,Naef 2001,http://adsabs.harvard.edu/abs/2001A%26A...375..205N,0.749,3.24,b,2001,-79.85104167,-79:51:03.75,,,,,,,,,,,,,17.4978,0.0954323,0.0944023,0.0949173,van Leeuwen 2007,http://adsabs.harvard.edu/abs/2007ASSL..350.....V,,,,,,,,,,,,,HD 1237 b,http://exoplanetarchive.ipac.caltech.edu/cgi-bin/DisplayOverview/nph-DisplayOverview?objname=HD+1237+b&type=PLANET+HOST,0.511,0.017,0.017,0.017,Naef 2001,http://adsabs.harvard.edu/abs/2001A%26A...375..205N,1,,,0.12,0.05,0.05,0.05,Santos 2004,http://adsabs.harvard.edu/abs/2004A%26A...415.1153S,Naef 2001,http://adsabs.harvard.edu/abs/2001A%26A...375..205N,0,,,,,,,3021,0,0,0,0,CALCULATED,,4.99,1237,1292,,,,,,,,0,5.365,GJ 3021,http://exoplanet.eu/star.php?st=GJ+3021,167,4,4,4,Naef 2001,http://adsabs.harvard.edu/abs/2001A%26A...375..205N,,4.858,,,,,,,,4.56,0.12,0.12,0.12,Santos 2004,http://adsabs.harvard.edu/abs/2004A%26A...415.1153S,3.3748,0.144104,0.144104,0.144104,Set to MSINI; I unknown,http://adsabs.harvard.edu/abs/2006ApJ...646..505B,0,3.3748,0.144104,0.144104,0.144104,Calculated,http://adsabs.harvard.edu/abs/2006ApJ...646..505B,0.9,0,0,0,Naef 2001,http://adsabs.harvard.edu/abs/2001A%26A...375..205N,0,HD 1237 b,1,61,290.7,3,3,3,Naef 2001,http://adsabs.harvard.edu/abs/2001A%26A...375..205N,Naef 2001,http://adsabs.harvard.edu/abs/2001A%26A...375..205N,GJ 3021,57.15,0.31,0.31,0.31,133.71001,0.2,0.2,0.2,Naef 2001,http://adsabs.harvard.edu/abs/2001A%26A...375..205N,RV,,,,,,,0.269788889,+00:16:11.24,-4.44008,,,,,,,19.2,,,,,,,0.858011,0.0416453,0.0416453,0.0416453,Calculated,http://adsabs.harvard.edu/abs/2010A%26ARv..18...67T,256219,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0521087,0.000868478,0.000868478,0.000868478,Calculated,http://adsabs.harvard.edu/abs/2006ApJ...646..505B,10.5946,0.437056,0.437056,0.437056,Calculated,http://adsabs.harvard.edu/abs/2010A&A...519A..98B,0,0.23,0.12,0.15,0.135,Bouchy 2010,http://adsabs.harvard.edu/abs/2010A&A...519A..98B,,,,,,,0,,,0.54,,b,2010,18.39605556,+18:23:45.8,0.3192,0.0665,0.0665,0.0665,Bouchy 2010,http://adsabs.harvard.edu/abs/2010A&A...519A..98B,0.01082,0.00037,0.00035,0.00036,Bouchy 2010,http://adsabs.harvard.edu/abs/2010A&A...519A..98B,242.131,44.909,32.7576,38.8333,Bouchy 2010,http://adsabs.harvard.edu/abs/2010A&A...519A..98B,,,,,Bouchy 2010,http://adsabs.harvard.edu/abs/2010A&A...519A..98B,,,,,,,WASP-21 b,http://exoplanetarchive.ipac.caltech.edu/cgi-bin/DisplayOverview/nph-DisplayOverview?objname=WASP-21+b&type=PLANET+HOST,0,,,,Bouchy 2010,http://adsabs.harvard.edu/abs/2010A&A...519A..98B,1,WASP-21 b,http://var2.astro.cz/ETD/etd.php?STARNAME=WASP-21&PLANET=b,-0.46,0.11,0.11,0.11,Bouchy 2010,http://adsabs.harvard.edu/abs/2010A&A...519A..98B,Bouchy 2010,http://adsabs.harvard.edu/abs/2010A&A...519A..98B,1,,,,,,,,2.81252,0.0407141,0.0407141,0.0407141,Calculated,http://adsabs.harvard.edu/abs/2007MNRAS.379L..11S,10.085,,,,88.75,0.84,0.7,0.77,Bouchy 2010,http://adsabs.harvard.edu/abs/2010A&A...519A..98B,0,10.35,WASP-21,http://exoplanet.eu/star.php?st=WASP-21,37.2,1.1,1.1,1.1,Bouchy 2010,http://adsabs.harvard.edu/abs/2010A&A...519A..98B,,9.982,,,,,,,,4.2,0.1,0.1,0.1,Bouchy 2010,http://adsabs.harvard.edu/abs/2010A&A...519A..98B,0.300272,0.0133766,0.0133766,0.0133766,Calculated from MSINI and I,http://adsabs.harvard.edu/abs/2006ApJ...646..505B,0,0.300201,0.0133766,0.0133766,0.0133766,Calculated,http://adsabs.harvard.edu/abs/2006ApJ...646..505B,1.01,0.03,0.03,0.03,Bouchy 2010,http://adsabs.harvard.edu/abs/2010A&A...519A..98B,0,WASP-21 b,1,42,90,,,,Bouchy 2010,http://adsabs.harvard.edu/abs/2010A&A...519A..98B,Bouchy 2010,http://adsabs.harvard.edu/abs/2010A&A...519A..98B,2MASS J23095825+1823459,4.13,0.646162,0.646162,0.646162,4.322482,1.90E-05,2.40E-05,2.15E-05,Bouchy 2010,http://adsabs.harvard.edu/abs/2010A&A...519A..98B,Transit,1.07,0.06,0.06,0.06,Bouchy 2010,http://adsabs.harvard.edu/abs/2010A&A...519A..98B,23.16618167,09:58.3,,0.84,0.09,0.09,0.09,Bouchy 2010,http://adsabs.harvard.edu/abs/2010A&A...519A..98B,,,,,,,,1.06,0.04,0.04,0.04,Bouchy 2010,http://adsabs.harvard.edu/abs/2010A&A...519A..98B,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.219317,0.00365528,0.00365528,0.00365528,Calculated,http://adsabs.harvard.edu/abs/2006ApJ...646..505B,58.0671,25.4139,25.4139,25.4139,Calculated,,0,0.62,0.34,0.34,0.34,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,,,,,,,0,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,,,c,2014,47.72965,+47:43:46.74,,,,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,,,,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,,,,,,,,,,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,,,,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Kepler-284 c,http://exoplanetarchive.ipac.caltech.edu/cgi-bin/DisplayOverview/nph-DisplayOverview?objname=Kepler-284+c&type=PLANET+HOST,,,,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,1,,,,,,,,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,0,,,,,,,,,,,,,,14.15,,,,,,,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,0,14.56,Kepler-284,http://exoplanet.eu/star.php?st=Kepler-284,,,,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,1301.02,14.08,,,,,,,,4.58,0.3,0.3,0.3,,,0.0210192,0.0109561,0.0109561,0.0109561,estimated from radius; see EOD documentation,,0,,,,,,,,,,,,,1,Kepler-284 c,2,,90,,,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,KOI-1301,,,,,37.514456,0.00035,0.00035,0.00035,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Transit,0.232849,0.105273,0.105273,0.105273,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,19.5431,+19:32:35.16,,,,,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,,,,,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,0.814,0.356,0.356,0.356,,,,0,Predicted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0574114,0.00220197,0.00220197,0.00220197,Calculated,http://adsabs.harvard.edu/abs/2006ApJ...646..505B,26.2143,3.05802,3.05802,3.05802,Calculated,,0,0.28,0.2,0.19,0.195,Quintana 2014,http://adsabs.harvard.edu/abs/2014arXiv1404.5667Q,,,,,,,0,Quintana 2014,http://adsabs.harvard.edu/abs/2014arXiv1404.5667Q,,,c,2014,43.95501944,+43:57:18.07,,,,,Quintana 2014,http://adsabs.harvard.edu/abs/2014arXiv1404.5667Q,,,,,Quintana 2014,http://adsabs.harvard.edu/abs/2014arXiv1404.5667Q,151,,,,Quintana 2014,http://adsabs.harvard.edu/abs/2014arXiv1404.5667Q,,,,,Quintana 2014,http://adsabs.harvard.edu/abs/2014arXiv1404.5667Q,,,,,Quintana 2014,http://adsabs.harvard.edu/abs/2014arXiv1404.5667Q,Kepler-186 c,http://exoplanetarchive.ipac.caltech.edu/cgi-bin/DisplayOverview/nph-DisplayOverview?objname=Kepler-186+c&type=PLANET+HOST,0.03,0.25,0,0.125,Quintana 2014,http://adsabs.harvard.edu/abs/2014arXiv1404.5667Q,1,,,-0.28,0.1,0.1,0.1,Quintana 2014,http://adsabs.harvard.edu/abs/2014arXiv1404.5667Q,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1404.5667Q,0,,,,,,,,,,,,,,11.82,,,,,,,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,0,12.473,Kepler-186,http://exoplanet.eu/star.php?st=Kepler-186,,,,,Quintana 2014,http://adsabs.harvard.edu/abs/2014arXiv1404.5667Q,571.01,11.605,,,,,,,,4.77,0.069,0.069,0.069,Quintana 2014,http://adsabs.harvard.edu/abs/2014arXiv1404.5667Q,0.00636705,0.00215397,0.00215397,0.00215397,estimated from radius; see EOD documentation,,0,,,,,,,0.478,0.055,0.055,0.055,Quintana 2014,http://adsabs.harvard.edu/abs/2014arXiv1404.5667Q,1,Kepler-186 c,5,,270,107.7,107.7,107.7,Quintana 2014,http://adsabs.harvard.edu/abs/2014arXiv1404.5667Q,Quintana 2014,http://adsabs.harvard.edu/abs/2014arXiv1404.5667Q,KOI-571,6.62252,993.378,0.704,497.041,7.267302,1.20E-05,1.10E-05,1.15E-05,Quintana 2014,http://adsabs.harvard.edu/abs/2014arXiv1404.5667Q,Transit,0.111418,0.012479,0.012479,0.012479,Quintana 2014,http://adsabs.harvard.edu/abs/2014arXiv1404.5667Q,19.91018056,+19:54:36.65,,4.92,0.89,1.06,0.975,Quintana 2014,http://adsabs.harvard.edu/abs/2014arXiv1404.5667Q,,,,,,Quintana 2014,http://adsabs.harvard.edu/abs/2014arXiv1404.5667Q,0.472,0.052,0.052,0.052,Quintana 2014,http://adsabs.harvard.edu/abs/2014arXiv1404.5667Q,,0,Predicted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.119192,0.00198916,0.00198916,0.00198916,Calculated,http://adsabs.harvard.edu/abs/2006ApJ...646..505B,31.2281,1.28474,1.28474,1.28474,Calculated,,0,,,,,,,,,,,,,0,,,0.655,1.92,b,2006,-65.64771667,-65:38:51.78,,,,,,,,,,,,,22.0556,0.156769,0.154573,0.155671,van Leeuwen 2007,http://adsabs.harvard.edu/abs/2007ASSL..350.....V,,,,,,,,,,,,,HD 4308 b,http://exoplanetarchive.ipac.caltech.edu/cgi-bin/DisplayOverview/nph-DisplayOverview?objname=HD+4308+b&type=PLANET+HOST,0,0.01,0,0.005,Udry 2006,http://adsabs.harvard.edu/abs/2006A%26A...447..361U,1,,,-0.31,0.03,0.03,0.03,Valenti 2005,http://adsabs.harvard.edu/abs/2005ApJS..159..141V,Udry 2006,http://adsabs.harvard.edu/abs/2006A%26A...447..361U,0,,,,,,,,0,0,0,0,CALCULATED,,5.1,4308,3497,,,,,,,,0,5.365,HD 4308,http://exoplanet.eu/star.php?st=HD+4308,4.07,0.2,0.2,0.2,Udry 2006,http://adsabs.harvard.edu/abs/2006A%26A...447..361U,,4.945,,,,,,,,4.58,0.06,0.06,0.06,Valenti 2005,http://adsabs.harvard.edu/abs/2005ApJS..159..141V,0.0477376,0.00283468,0.00283468,0.00283468,Set to MSINI; I unknown,http://adsabs.harvard.edu/abs/2006ApJ...646..505B,0,0.0477376,0.00283468,0.00283468,0.00283468,Calculated,http://adsabs.harvard.edu/abs/2006ApJ...646..505B,0.933,0.037,0.03,0.0335,Takeda 2007,http://adsabs.harvard.edu/abs/2007ApJS..168..297T,0,HD 4308 b,1,41,359,47,47,47,Udry 2006,http://adsabs.harvard.edu/abs/2006A%26A...447..361U,Udry 2006,http://adsabs.harvard.edu/abs/2006A%26A...447..361U,,45.34,0.32,0.32,0.32,15.56,0.02,0.02,0.02,Udry 2006,http://adsabs.harvard.edu/abs/2006A%26A...447..361U,RV,,,,,,,0.744177778,+00:44:39.04,,,,,,,,1.3,,,,,,,0.82259,0.0309323,0.0309323,0.0309323,Calculated,http://adsabs.harvard.edu/abs/2010A%26ARv..18...67T,248244,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
